TransactionID,AccountID,CustomerID,Type,Amount,Merchant,Country,Datetime,Channel,BalanceAfter,AppliedType
502170,10012,12,DEBIT,779,Walmart,US,2024-01-03 04:56:00,POS,413068,DEBIT
501042,10106,90,DEBIT,123,Restaurant,GB,2024-01-03 12:16:00,BRANCH,131413,DEBIT
500713,10095,81,DEBIT,579,LocalStore,PK,2024-01-03 12:26:00,ONLINE,220248,DEBIT
502903,10138,119,CREDIT,226,MobileTopup,PK,2024-01-03 13:11:00,ONLINE,376578,CREDIT
501690,10047,42,DEBIT,488,Walmart,US,2024-01-03 13:47:00,ATM,472692,DEBIT
500297,10056,50,DEBIT,2599,Walmart,CN,2024-01-04 00:22:00,ONLINE,205971,DEBIT
504217,10088,76,DEBIT,1331,ElectricBill,PK,2024-01-04 03:07:00,ONLINE,42576,DEBIT
501615,10077,65,DEBIT,1634,Transfer,US,2024-01-04 09:31:00,ONLINE,227750,DEBIT
500450,10016,14,CREDIT,70,LocalStore,CN,2024-01-04 09:46:00,POS,374901,CREDIT
502598,10043,39,CREDIT,1084,SalaryCredit,CN,2024-01-04 11:00:00,ONLINE,10802,CREDIT
500382,10066,57,DEBIT,4463,Walmart,AE,2024-01-04 14:31:00,ONLINE,494416,DEBIT
503206,10006,6,DEBIT,686,Transfer,GB,2024-01-04 17:39:00,POS,162012,DEBIT
502844,10054,49,DEBIT,2437,Transfer,PK,2024-01-04 18:14:00,POS,132488,DEBIT
503172,10034,31,CREDIT,89400,Amazon,PK,2024-01-04 20:18:00,ONLINE,397964,CREDIT
503945,10007,7,CREDIT,2625,Restaurant,AE,2024-01-04 23:14:00,ATM,14273,CREDIT
500168,10017,15,CREDIT,1229,SalaryCredit,GB,2024-01-04 23:25:00,ONLINE,105862,CREDIT
502788,10038,34,DEBIT,769,Amazon,CN,2024-01-05 01:16:00,ONLINE,359916,DEBIT
500112,10098,84,CREDIT,386,LocalStore,GB,2024-01-05 06:04:00,BRANCH,488684,CREDIT
500641,10042,38,CREDIT,355,Restaurant,AE,2024-01-05 07:05:00,POS,255653,CREDIT
501485,10054,49,CREDIT,90586,WaterBill,CN,2024-01-05 08:21:00,POS,223074,CREDIT
501388,10032,29,DEBIT,4184,WaterBill,GB,2024-01-05 10:39:00,POS,311023,DEBIT
502552,10102,87,DEBIT,5002,Walmart,AE,2024-01-05 11:07:00,ONLINE,77621,DEBIT
500823,10059,52,CREDIT,1392,SalaryCredit,US,2024-01-05 15:52:00,BRANCH,63742,CREDIT
502314,10078,66,DEBIT,4701,LocalStore,CN,2024-01-05 18:40:00,BRANCH,63757,DEBIT
502182,10092,80,DEBIT,1103,Walmart,GB,2024-01-05 19:20:00,POS,6648,DEBIT
503082,10026,23,DEBIT,3961,MobileTopup,CN,2024-01-05 20:14:00,POS,104549,DEBIT
500786,10008,8,CREDIT,976,ElectricBill,GB,2024-01-05 23:42:00,ONLINE,275970,CREDIT
503862,10076,64,DEBIT,4395,Amazon,US,2024-01-06 00:10:00,ONLINE,288170,DEBIT
501862,10077,65,DEBIT,2720,Walmart,US,2024-01-06 01:54:00,POS,225030,DEBIT
502367,10025,22,CREDIT,6064,Transfer,US,2024-01-06 04:14:00,ONLINE,79463,CREDIT
504200,10043,39,DEBIT,1135,SalaryCredit,US,2024-01-06 06:00:00,POS,9667,DEBIT
502303,10091,79,CREDIT,126781,Walmart,US,2024-01-06 08:54:00,ONLINE,190382,CREDIT
501221,10035,32,CREDIT,6935,SalaryCredit,US,2024-01-06 11:08:00,ONLINE,308299,CREDIT
504422,10061,53,DEBIT,976,Restaurant,PK,2024-01-06 13:34:00,ONLINE,304274,DEBIT
502534,10059,52,CREDIT,3580,ElectricBill,US,2024-01-06 14:45:00,ONLINE,67322,CREDIT
502282,10032,29,DEBIT,1991,MobileTopup,GB,2024-01-06 17:16:00,ATM,309032,DEBIT
501972,10008,8,CREDIT,1029,Amazon,CN,2024-01-06 22:28:00,ONLINE,276999,CREDIT
503004,10031,28,DEBIT,529,Walmart,AE,2024-01-07 01:24:00,POS,21349,DEBIT
503998,10033,30,DEBIT,2519,WaterBill,GB,2024-01-07 01:33:00,POS,155279,DEBIT
503810,10075,63,DEBIT,713,Transfer,AE,2024-01-07 01:34:00,ONLINE,226661,DEBIT
503285,10133,115,DEBIT,180,Amazon,PK,2024-01-07 03:01:00,BRANCH,448695,DEBIT
500358,10097,83,DEBIT,336,Amazon,GB,2024-01-07 04:18:00,BRANCH,15251,DEBIT
501378,10059,52,CREDIT,370,Restaurant,US,2024-01-07 04:26:00,ONLINE,67692,CREDIT
501012,10075,63,CREDIT,1667,Transfer,PK,2024-01-07 04:57:00,BRANCH,228328,CREDIT
501664,10129,112,CREDIT,2550,Transfer,US,2024-01-07 05:37:00,ONLINE,73907,CREDIT
501045,10082,70,DEBIT,2171,Walmart,CN,2024-01-07 10:27:00,ATM,261035,DEBIT
501289,10020,18,CREDIT,684,SalaryCredit,PK,2024-01-07 15:57:00,POS,204813,CREDIT
503014,10099,85,DEBIT,896,ElectricBill,GB,2024-01-07 17:42:00,ATM,275234,DEBIT
504079,10022,19,CREDIT,474,Amazon,CN,2024-01-07 19:11:00,ONLINE,347755,CREDIT
502794,10110,94,DEBIT,5398,Walmart,AE,2024-01-07 20:09:00,POS,315394,DEBIT
504254,10060,53,DEBIT,720,ElectricBill,AE,2024-01-07 21:26:00,POS,40102,DEBIT
500200,10121,104,DEBIT,4824,LocalStore,PK,2024-01-07 22:06:00,ATM,85452,DEBIT
503343,10046,41,CREDIT,1250,Transfer,US,2024-01-08 00:20:00,ATM,410018,CREDIT
504137,10035,32,CREDIT,995,ElectricBill,GB,2024-01-08 01:05:00,ONLINE,309294,CREDIT
502230,10011,11,DEBIT,240,ElectricBill,GB,2024-01-08 02:09:00,BRANCH,341458,DEBIT
500528,10122,105,DEBIT,70,Walmart,US,2024-01-08 04:40:00,POS,14427,DEBIT
503518,10078,66,DEBIT,1659,SalaryCredit,CN,2024-01-08 05:16:00,POS,62098,DEBIT
504130,10075,63,CREDIT,4196,Walmart,CN,2024-01-08 08:18:00,POS,232524,CREDIT
501667,10069,59,DEBIT,58,WaterBill,PK,2024-01-08 13:47:00,ONLINE,439727,DEBIT
503327,10045,40,DEBIT,256,MobileTopup,US,2024-01-08 15:30:00,ATM,151135,DEBIT
500418,10003,3,DEBIT,7873,Restaurant,CN,2024-01-08 16:15:00,ONLINE,445752,DEBIT
501424,10022,19,DEBIT,2070,WaterBill,CN,2024-01-08 19:20:00,ONLINE,345685,DEBIT
500136,10036,33,DEBIT,5001,ElectricBill,PK,2024-01-08 19:31:00,POS,101815,DEBIT
503303,10051,46,CREDIT,4586,SalaryCredit,PK,2024-01-08 20:09:00,POS,178961,CREDIT
503301,10112,96,DEBIT,573,SalaryCredit,AE,2024-01-08 20:25:00,POS,409650,DEBIT
500623,10016,14,CREDIT,727,Transfer,AE,2024-01-08 21:37:00,POS,375628,CREDIT
504283,10047,42,CREDIT,2761,ElectricBill,GB,2024-01-08 22:06:00,ONLINE,475453,CREDIT
502387,10087,75,DEBIT,180,Transfer,PK,2024-01-09 03:59:00,POS,127372,DEBIT
504118,10129,112,CREDIT,2979,SalaryCredit,PK,2024-01-09 07:15:00,ONLINE,76886,CREDIT
502378,10085,73,CREDIT,2163,Transfer,GB,2024-01-09 09:11:00,ATM,55694,CREDIT
500250,10131,113,DEBIT,3174,Walmart,PK,2024-01-09 11:13:00,POS,119398,DEBIT
500298,10041,37,DEBIT,4097,MobileTopup,CN,2024-01-09 18:12:00,ONLINE,361343,DEBIT
501188,10008,8,CREDIT,1254,ElectricBill,US,2024-01-09 20:19:00,POS,278253,CREDIT
501072,10008,8,DEBIT,4943,ElectricBill,US,2024-01-09 20:38:00,ONLINE,273310,DEBIT
502538,10079,67,CREDIT,1588,MobileTopup,GB,2024-01-09 23:10:00,ONLINE,263574,CREDIT
500098,10124,107,DEBIT,353,ElectricBill,PK,2024-01-10 00:03:00,ONLINE,235707,DEBIT
501732,10058,51,DEBIT,158,MobileTopup,GB,2024-01-10 10:27:00,BRANCH,336865,DEBIT
504142,10087,75,CREDIT,2530,WaterBill,CN,2024-01-10 12:33:00,POS,129902,CREDIT
501224,10131,113,CREDIT,2692,SalaryCredit,PK,2024-01-10 13:17:00,POS,122090,CREDIT
502785,10035,32,DEBIT,2394,Transfer,GB,2024-01-10 14:50:00,POS,306900,DEBIT
503414,10097,83,DEBIT,155,WaterBill,US,2024-01-10 15:01:00,ONLINE,15096,DEBIT
501302,10108,92,CREDIT,164,Transfer,PK,2024-01-10 17:52:00,ATM,477344,CREDIT
500699,10024,21,DEBIT,1741,LocalStore,GB,2024-01-10 20:55:00,ONLINE,316457,DEBIT
503088,10014,13,DEBIT,104,Walmart,US,2024-01-10 21:43:00,POS,81392,DEBIT
504085,10001,1,CREDIT,1980,Amazon,PK,2024-01-10 22:30:00,ONLINE,35010,CREDIT
503835,10030,27,CREDIT,2143,Walmart,PK,2024-01-11 01:17:00,POS,463789,CREDIT
501648,10068,58,CREDIT,2287,Amazon,PK,2024-01-11 01:51:00,ONLINE,101496,CREDIT
502969,10025,22,DEBIT,642,MobileTopup,CN,2024-01-11 03:51:00,ATM,78821,DEBIT
503759,10031,28,CREDIT,83,Transfer,CN,2024-01-11 05:19:00,ONLINE,21432,CREDIT
504227,10026,23,CREDIT,346,Transfer,US,2024-01-11 09:48:00,ONLINE,104895,CREDIT
502716,10056,50,DEBIT,523,Walmart,PK,2024-01-11 12:53:00,POS,205448,DEBIT
500035,10024,21,DEBIT,417,Walmart,US,2024-01-11 15:52:00,ONLINE,316040,DEBIT
502354,10009,9,DEBIT,86,LocalStore,GB,2024-01-11 16:00:00,POS,410024,DEBIT
500910,10080,68,CREDIT,1644,WaterBill,PK,2024-01-11 17:00:00,ONLINE,114452,CREDIT
502508,10125,108,DEBIT,697,MobileTopup,US,2024-01-11 17:01:00,ONLINE,251167,DEBIT
501858,10047,42,CREDIT,1243,WaterBill,PK,2024-01-11 17:16:00,ONLINE,476696,CREDIT
504271,10003,3,DEBIT,278,Amazon,CN,2024-01-11 17:38:00,POS,445474,DEBIT
504410,10124,107,CREDIT,5037,Restaurant,CN,2024-01-11 20:45:00,ATM,240744,CREDIT
500739,10128,111,CREDIT,181,SalaryCredit,AE,2024-01-11 21:40:00,ONLINE,36084,CREDIT
502980,10085,73,CREDIT,2608,ElectricBill,PK,2024-01-12 01:30:00,POS,58302,CREDIT
502604,10085,73,DEBIT,4202,WaterBill,PK,2024-01-12 01:49:00,POS,54100,DEBIT
502602,10113,97,DEBIT,692,LocalStore,PK,2024-01-12 03:13:00,ATM,417789,DEBIT
501582,10009,9,DEBIT,4097,Restaurant,US,2024-01-12 07:53:00,ONLINE,405927,DEBIT
502245,10033,30,DEBIT,1012,LocalStore,CN,2024-01-12 09:04:00,POS,154267,DEBIT
502611,10055,49,CREDIT,5858,SalaryCredit,US,2024-01-12 11:06:00,ATM,468910,CREDIT
503561,10134,116,DEBIT,787,LocalStore,PK,2024-01-12 13:01:00,ONLINE,483248,DEBIT
501637,10020,18,CREDIT,1366,Restaurant,GB,2024-01-12 14:16:00,ONLINE,206179,CREDIT
501782,10004,4,DEBIT,1306,ElectricBill,US,2024-01-12 16:25:00,ATM,200413,DEBIT
501620,10079,67,DEBIT,746,LocalStore,CN,2024-01-12 16:34:00,POS,262828,DEBIT
500678,10070,60,DEBIT,2767,WaterBill,AE,2024-01-12 18:30:00,ATM,195150,DEBIT
502588,10127,110,CREDIT,1787,WaterBill,GB,2024-01-12 18:55:00,POS,207338,CREDIT
500946,10034,31,DEBIT,495,ElectricBill,CN,2024-01-12 20:20:00,POS,397469,DEBIT
501800,10097,83,CREDIT,116,SalaryCredit,GB,2024-01-12 20:58:00,ONLINE,15212,CREDIT
504039,10084,72,DEBIT,477,WaterBill,PK,2024-01-12 22:14:00,ONLINE,179948,DEBIT
504380,10080,68,CREDIT,3067,SalaryCredit,US,2024-01-13 00:49:00,POS,117519,CREDIT
503338,10094,81,DEBIT,1126,Restaurant,GB,2024-01-13 02:47:00,POS,465899,DEBIT
503929,10051,46,DEBIT,904,LocalStore,PK,2024-01-13 05:25:00,ONLINE,178057,DEBIT
503952,10055,49,CREDIT,754,MobileTopup,PK,2024-01-13 05:36:00,POS,469664,CREDIT
502594,10085,73,CREDIT,330,Amazon,CN,2024-01-13 07:58:00,POS,54430,CREDIT
500131,10111,95,CREDIT,2833,SalaryCredit,CN,2024-01-13 08:38:00,POS,292623,CREDIT
501427,10032,29,DEBIT,5186,MobileTopup,AE,2024-01-13 15:32:00,POS,303846,DEBIT
503359,10094,81,CREDIT,1811,SalaryCredit,GB,2024-01-13 16:49:00,BRANCH,467710,CREDIT
500095,10015,14,DEBIT,312,Restaurant,US,2024-01-13 18:44:00,POS,386781,DEBIT
500679,10084,72,CREDIT,2420,SalaryCredit,CN,2024-01-13 19:34:00,POS,182368,CREDIT
503832,10063,55,DEBIT,1400,WaterBill,PK,2024-01-13 20:22:00,ONLINE,460663,DEBIT
504400,10031,28,CREDIT,1077,Walmart,AE,2024-01-13 23:13:00,BRANCH,22509,CREDIT
503765,10043,39,CREDIT,2511,Restaurant,CN,2024-01-14 03:24:00,ONLINE,12178,CREDIT
502824,10129,112,DEBIT,754,WaterBill,GB,2024-01-14 08:21:00,ATM,76132,DEBIT
501345,10069,59,DEBIT,2503,WaterBill,PK,2024-01-14 09:28:00,ONLINE,437224,DEBIT
502078,10080,68,DEBIT,200,ElectricBill,CN,2024-01-14 12:18:00,POS,117319,DEBIT
503790,10102,87,DEBIT,3258,WaterBill,PK,2024-01-14 15:01:00,ATM,74363,DEBIT
501151,10058,51,DEBIT,3450,SalaryCredit,US,2024-01-14 16:46:00,ONLINE,333415,DEBIT
502662,10117,101,CREDIT,68,LocalStore,PK,2024-01-14 16:48:00,ONLINE,197868,CREDIT
500502,10047,42,CREDIT,3212,ElectricBill,US,2024-01-14 17:27:00,ATM,479908,CREDIT
501861,10007,7,DEBIT,4779,Amazon,US,2024-01-14 18:22:00,BRANCH,9494,DEBIT
502489,10048,43,DEBIT,1113,LocalStore,AE,2024-01-14 20:18:00,ATM,340714,DEBIT
503055,10106,90,CREDIT,8971,Restaurant,PK,2024-01-14 20:19:00,ONLINE,140384,CREDIT
502630,10025,22,CREDIT,61989,Transfer,CN,2024-01-14 20:24:00,POS,140810,CREDIT
501630,10126,109,DEBIT,2700,Transfer,US,2024-01-14 22:17:00,ONLINE,74720,DEBIT
502251,10024,21,DEBIT,2540,SalaryCredit,AE,2024-01-14 22:35:00,BRANCH,313500,DEBIT
502147,10139,120,DEBIT,2857,SalaryCredit,AE,2024-01-15 02:59:00,BRANCH,196686,DEBIT
501738,10124,107,DEBIT,858,Walmart,PK,2024-01-15 03:29:00,ONLINE,239886,DEBIT
504081,10090,78,CREDIT,302,WaterBill,GB,2024-01-15 03:52:00,BRANCH,429363,CREDIT
502451,10019,17,DEBIT,3524,Walmart,AE,2024-01-15 05:28:00,ATM,130421,DEBIT
500837,10039,35,CREDIT,1501,Amazon,GB,2024-01-15 12:35:00,ATM,343304,CREDIT
503007,10095,81,CREDIT,579,Restaurant,GB,2024-01-15 12:57:00,ATM,220827,CREDIT
504029,10004,4,CREDIT,8170,Transfer,CN,2024-01-15 15:51:00,POS,208583,CREDIT
500903,10043,39,DEBIT,5896,Amazon,PK,2024-01-15 21:55:00,POS,6282,DEBIT
503434,10051,46,CREDIT,974,Amazon,GB,2024-01-16 01:22:00,ATM,179031,CREDIT
500230,10133,115,CREDIT,421,ElectricBill,US,2024-01-16 01:40:00,ONLINE,449116,CREDIT
500905,10024,21,DEBIT,729,Transfer,US,2024-01-16 02:42:00,POS,312771,DEBIT
503015,10116,100,CREDIT,291,Restaurant,PK,2024-01-16 07:32:00,ONLINE,201540,CREDIT
500725,10117,101,CREDIT,2035,MobileTopup,AE,2024-01-16 12:05:00,ONLINE,199903,CREDIT
500377,10078,66,CREDIT,1528,LocalStore,GB,2024-01-16 12:13:00,BRANCH,63626,CREDIT
502441,10028,25,CREDIT,118105,ElectricBill,US,2024-01-16 13:31:00,ONLINE,482431,CREDIT
504247,10057,51,CREDIT,2704,Transfer,AE,2024-01-16 15:01:00,BRANCH,399255,CREDIT
502850,10092,80,CREDIT,556,MobileTopup,PK,2024-01-16 16:02:00,ONLINE,7204,CREDIT
502671,10107,91,DEBIT,1076,Restaurant,PK,2024-01-16 17:39:00,ONLINE,449424,DEBIT
501870,10120,103,CREDIT,135,ElectricBill,GB,2024-01-16 19:27:00,ATM,365226,CREDIT
502166,10104,89,DEBIT,1595,ElectricBill,CN,2024-01-16 21:43:00,POS,421705,DEBIT
504155,10048,43,CREDIT,977,Restaurant,PK,2024-01-16 22:01:00,ATM,341691,CREDIT
500875,10022,19,CREDIT,134548,ElectricBill,AE,2024-01-16 22:16:00,ONLINE,480233,CREDIT
504364,10070,60,CREDIT,5430,LocalStore,PK,2024-01-17 02:36:00,ONLINE,200580,CREDIT
504419,10014,13,DEBIT,3807,Transfer,GB,2024-01-17 05:56:00,POS,77585,DEBIT
500703,10082,70,DEBIT,2474,ElectricBill,GB,2024-01-17 06:49:00,ONLINE,258561,DEBIT
500438,10090,78,CREDIT,839,WaterBill,AE,2024-01-17 09:05:00,ATM,430202,CREDIT
502012,10074,62,DEBIT,52,Amazon,GB,2024-01-17 10:09:00,POS,86842,DEBIT
503433,10003,3,CREDIT,2588,Transfer,CN,2024-01-17 10:11:00,BRANCH,448062,CREDIT
504033,10109,93,CREDIT,125,Restaurant,CN,2024-01-17 17:34:00,ONLINE,28748,CREDIT
502522,10071,60,CREDIT,137016,Transfer,CN,2024-01-17 18:16:00,ONLINE,202590,CREDIT
500363,10095,81,DEBIT,533,SalaryCredit,US,2024-01-17 18:31:00,POS,220294,DEBIT
502585,10092,80,DEBIT,2134,Amazon,PK,2024-01-18 01:17:00,ONLINE,5070,DEBIT
504047,10027,24,DEBIT,1534,Restaurant,US,2024-01-18 01:24:00,ONLINE,252731,DEBIT
502569,10032,29,CREDIT,203,MobileTopup,GB,2024-01-18 05:29:00,ONLINE,304049,CREDIT
502759,10108,92,DEBIT,1424,MobileTopup,GB,2024-01-18 06:28:00,POS,475920,DEBIT
501195,10124,107,DEBIT,2323,Amazon,AE,2024-01-18 07:16:00,ONLINE,237563,DEBIT
504346,10064,55,CREDIT,1695,SalaryCredit,GB,2024-01-18 09:07:00,ONLINE,333096,CREDIT
504292,10023,20,DEBIT,476,ElectricBill,GB,2024-01-18 11:39:00,ATM,43576,DEBIT
502621,10136,117,DEBIT,902,SalaryCredit,AE,2024-01-18 12:23:00,ONLINE,264099,DEBIT
503507,10072,61,CREDIT,38455,Restaurant,CN,2024-01-18 13:25:00,POS,161765,CREDIT
503480,10104,89,CREDIT,114,Amazon,CN,2024-01-18 17:04:00,ONLINE,421819,CREDIT
500841,10028,25,DEBIT,65,Transfer,CN,2024-01-18 17:41:00,BRANCH,482366,DEBIT
501071,10021,18,DEBIT,3281,Amazon,CN,2024-01-19 00:19:00,ONLINE,73282,DEBIT
500510,10048,43,CREDIT,2970,LocalStore,AE,2024-01-19 01:59:00,ONLINE,344661,CREDIT
502276,10121,104,CREDIT,115138,MobileTopup,PK,2024-01-19 03:00:00,BRANCH,200590,CREDIT
500534,10038,34,DEBIT,301,MobileTopup,PK,2024-01-19 03:17:00,ATM,359615,DEBIT
500294,10060,53,CREDIT,3183,SalaryCredit,US,2024-01-19 03:31:00,ONLINE,43285,CREDIT
502721,10137,118,CREDIT,174,SalaryCredit,US,2024-01-19 04:40:00,ATM,312612,CREDIT
503604,10015,14,DEBIT,3464,SalaryCredit,CN,2024-01-19 08:07:00,BRANCH,383317,DEBIT
500133,10046,41,DEBIT,1326,ElectricBill,AE,2024-01-19 09:20:00,ONLINE,408692,DEBIT
501157,10128,111,DEBIT,3961,Amazon,GB,2024-01-19 13:41:00,BRANCH,32123,DEBIT
503031,10027,24,DEBIT,53,Amazon,CN,2024-01-19 14:13:00,ONLINE,252678,DEBIT
502520,10121,104,DEBIT,92,SalaryCredit,AE,2024-01-19 15:48:00,ATM,200498,DEBIT
501720,10062,54,CREDIT,1723,ElectricBill,AE,2024-01-19 18:46:00,ONLINE,284612,CREDIT
503907,10135,116,CREDIT,1715,SalaryCredit,US,2024-01-19 19:18:00,ONLINE,420748,CREDIT
503410,10048,43,CREDIT,69718,ElectricBill,CN,2024-01-19 23:54:00,ONLINE,414379,CREDIT
503213,10021,18,DEBIT,1545,LocalStore,AE,2024-01-20 00:13:00,BRANCH,71737,DEBIT
502444,10130,113,DEBIT,1711,Restaurant,GB,2024-01-20 00:35:00,POS,111824,DEBIT
500405,10123,106,CREDIT,2568,LocalStore,CN,2024-01-20 00:58:00,ONLINE,236113,CREDIT
501948,10100,86,DEBIT,234,MobileTopup,GB,2024-01-20 04:43:00,ONLINE,432648,DEBIT
501702,10046,41,DEBIT,4920,Restaurant,US,2024-01-20 06:43:00,ONLINE,403772,DEBIT
501839,10063,55,DEBIT,624,Restaurant,US,2024-01-20 08:22:00,ATM,460039,DEBIT
500410,10111,95,CREDIT,3263,Walmart,AE,2024-01-20 09:17:00,POS,295886,CREDIT
501932,10105,90,DEBIT,1726,WaterBill,US,2024-01-20 11:16:00,ONLINE,267901,DEBIT
501469,10089,77,CREDIT,2678,Transfer,CN,2024-01-20 12:05:00,ATM,172851,CREDIT
502660,10002,2,CREDIT,3532,Amazon,PK,2024-01-20 14:57:00,ONLINE,137662,CREDIT
501103,10071,60,CREDIT,109913,Walmart,AE,2024-01-20 17:12:00,ONLINE,312503,CREDIT
500306,10029,26,DEBIT,643,ElectricBill,AE,2024-01-20 23:35:00,ONLINE,350417,DEBIT
504038,10026,23,CREDIT,9253,ElectricBill,CN,2024-01-21 02:33:00,ONLINE,114148,CREDIT
501467,10060,53,CREDIT,1057,ElectricBill,CN,2024-01-21 02:42:00,ONLINE,44342,CREDIT
501981,10052,47,DEBIT,1066,SalaryCredit,AE,2024-01-21 05:49:00,ONLINE,450678,DEBIT
500274,10053,48,CREDIT,80,LocalStore,US,2024-01-21 05:50:00,ONLINE,285499,CREDIT
500244,10047,42,DEBIT,3290,Restaurant,GB,2024-01-21 07:31:00,ATM,476618,DEBIT
502573,10007,7,CREDIT,1145,MobileTopup,CN,2024-01-21 07:57:00,ATM,10639,CREDIT
503316,10027,24,CREDIT,2473,Transfer,US,2024-01-21 08:32:00,ONLINE,255151,CREDIT
500086,10003,3,CREDIT,907,Walmart,PK,2024-01-21 08:35:00,POS,448969,CREDIT
501890,10060,53,DEBIT,8093,MobileTopup,CN,2024-01-21 09:20:00,ONLINE,36249,DEBIT
500362,10021,18,DEBIT,901,Walmart,US,2024-01-21 10:02:00,POS,70836,DEBIT
500428,10019,17,DEBIT,7086,WaterBill,CN,2024-01-21 12:10:00,ONLINE,123335,DEBIT
500590,10099,85,DEBIT,1066,ElectricBill,CN,2024-01-21 14:02:00,ONLINE,274168,DEBIT
501259,10081,69,DEBIT,4816,LocalStore,PK,2024-01-21 16:52:00,ONLINE,387079,DEBIT
503825,10043,39,DEBIT,1769,Walmart,PK,2024-01-21 20:43:00,ONLINE,4513,DEBIT
502881,10109,93,DEBIT,1872,ElectricBill,US,2024-01-21 21:20:00,BRANCH,26876,DEBIT
501223,10041,37,DEBIT,54,Transfer,GB,2024-01-21 22:32:00,ONLINE,361289,DEBIT
501436,10088,76,CREDIT,1604,MobileTopup,AE,2024-01-22 00:14:00,BRANCH,44180,CREDIT
504088,10090,78,CREDIT,250,WaterBill,PK,2024-01-22 05:31:00,ONLINE,430452,CREDIT
502770,10029,26,DEBIT,3484,LocalStore,GB,2024-01-22 05:45:00,ATM,346933,DEBIT
501404,10081,69,CREDIT,283,Amazon,US,2024-01-22 06:58:00,POS,387362,CREDIT
502795,10107,91,DEBIT,3172,WaterBill,CN,2024-01-22 07:13:00,ONLINE,446252,DEBIT
503787,10001,1,CREDIT,162,Walmart,GB,2024-01-22 12:08:00,ATM,35172,CREDIT
500395,10119,102,CREDIT,159,ElectricBill,CN,2024-01-22 13:10:00,ATM,53978,CREDIT
502695,10028,25,CREDIT,3961,LocalStore,PK,2024-01-22 13:28:00,ONLINE,486327,CREDIT
503720,10092,80,DEBIT,1335,WaterBill,AE,2024-01-22 15:23:00,ONLINE,3735,DEBIT
502306,10105,90,DEBIT,1921,LocalStore,PK,2024-01-22 16:05:00,ATM,265980,DEBIT
503592,10047,42,CREDIT,2402,Walmart,US,2024-01-22 16:20:00,ONLINE,479020,CREDIT
503173,10014,13,DEBIT,694,Transfer,AE,2024-01-22 16:47:00,ONLINE,76891,DEBIT
500706,10060,53,CREDIT,168,MobileTopup,PK,2024-01-22 17:35:00,ONLINE,36417,CREDIT
503752,10102,87,DEBIT,2802,Transfer,CN,2024-01-22 20:47:00,ONLINE,71561,DEBIT
501274,10051,46,CREDIT,3850,MobileTopup,PK,2024-01-22 22:07:00,ONLINE,182881,CREDIT
503376,10087,75,DEBIT,2319,MobileTopup,PK,2024-01-22 22:09:00,ATM,127583,DEBIT
501396,10134,116,CREDIT,4720,Transfer,US,2024-01-22 22:50:00,ATM,487968,CREDIT
504314,10026,23,CREDIT,102,WaterBill,US,2024-01-22 22:56:00,ONLINE,114250,CREDIT
